brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,condition,price
VinFast,Lux A2.0,2021.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,595000000
Kia,Soluto,2020.0,0.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,275000000
Toyota,Hilux,2020.0,53000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,590000000
Mitsubishi,Outlander,2021.0,19999.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,728000000
Ford,Ranger,2019.0,81000.0,Dầu,Số sàn,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,449000000
Mercedes Benz,C Class,2020.0,42000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1099000000
Toyota,Camry,2002.0,0.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,185000000
Mazda,CX 8,2024.0,20000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,1050000000
Toyota,Veloz Cross,2022.0,43000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,560000000
Hyundai,Tucson,2012.0,130000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,Đã sử dụng,335000000
Mercedes Benz,E Class,2022.0,29000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1799000000
Mitsubishi,Mirage,2016.0,93000.0,Xăng,Số sàn,Thái Lan,Hatchback,5.0,Đã sử dụng,138000000
Toyota,Fortuner,2017.0,66724.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,715000000
Mazda,CX 5,2023.0,36000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,736000000
Mercedes Benz,C Class,2024.0,19.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1660000000
Peugeot,5008,2018.0,85400.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,680000000
Chevrolet,Colorado,2017.0,80000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,445000000
Ford,Transit,2019.0,92000.0,Dầu,Số sàn,Việt Nam,Van,16.0,Đã sử dụng,396000000
Kia,Sportage,2022.0,21000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,860000000
Toyota,Fortuner,2019.0,40000.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,820000000
Toyota,Corolla Altis,2023.0,230000.0,Xăng,Tự động,Việt Nam,Sedan,8.0,Đã sử dụng,720000000
Honda,Civic,2021.0,90000.0,Xăng,5,Thái Lan,Sedan,5.0,Đã sử dụng,565000000
Mitsubishi,Outlander,2022.0,39000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,719000000
Mazda,3,2017.0,12000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,375000000
Toyota,Fortuner,2015.0,76000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,470000000
Porsche,Macan,2017.0,94.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,Đã sử dụng,1759000000
Ford,Ranger,2023.0,30000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,868000000
Ford,Focus,2013.0,95000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,259000000
Ford,Ranger,2020.0,81000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,625000000
Ford,Transit,2009.0,123456.0,Dầu,Số sàn,Việt Nam,Van,7.0,Đã sử dụng,180000000
Toyota,Fortuner,2018.0,73000.0,Dầu,Số sàn,Nước khác,SUV / Cross over,7.0,Đã sử dụng,725000000
Mercedes Benz,E Class,2004.0,180000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,128000000
Chevrolet,Spark,2014.0,73000.0,Xăng,Tự động,Mỹ,Hatchback,5.0,Đã sử dụng,180000000
Mitsubishi,Xpander,2020.0,112000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,Đã sử dụng,390000000
Ford,Ranger,2019.0,65000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,485000000
VinFast,Fadil,2020.0,33400.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,335000000
Hyundai,Grand i10,2019.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,315000000
Toyota,Innova,2010.0,180000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,265000000
Mitsubishi,Xpander,2022.0,65000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,540000000
Toyota,Innova,2021.0,60000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,590000000
Mitsubishi,Xpander,2019.0,58000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),5.0,Đã sử dụng,440000000
VinFast,Lux SA2.0,2019.0,58000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,675000000
Mercedes Benz,C Class,2024.0,19.0,Xăng,Tự động,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,1879000000
Mercedes Benz,C Class,2023.0,19.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1639000000
Hyundai,Santa Fe,2019.0,88000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,789000000
Toyota,Corolla Cross,2021.0,51000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,749000000
Toyota,Zace,2000.0,8888.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,105000000
Kia,Cerato,2018.0,79000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,410000000
Toyota,Innova,2017.0,350000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,540000000
Mercedes Benz,GLC,2024.0,19.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,2549000000
Mercedes Benz,E Class,2024.0,3500.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,2160000000
Mercedes Benz,E Class,2014.0,540000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,568000000
Toyota,Sienna,2010.0,96000.0,Xăng,Tự động,Mỹ,Minivan (MPV),7.0,Đã sử dụng,790000000
Toyota,Camry,2008.0,82000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,299000000
Toyota,Vios,2019.0,85000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,365000000
Suzuki,XL 7,2022.0,30000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,495000000
Mitsubishi,Attrage,2020.0,63000.0,Xăng,5,Thái Lan,Sedan,5.0,Đã sử dụng,245000000
Toyota,Camry,2019.0,8686.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,950000000
Toyota,Veloz Cross,2022.0,77000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,549000000
Mercedes Benz,C Class,2019.0,51000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,999000000
Ford,Ranger,2023.0,26000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,1149000000
Toyota,Innova,2022.0,47999.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),10.0,Đã sử dụng,655000000
Ford,EcoSport,2018.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,399000000
Hyundai,Grand i10,2016.0,150000.0,Xăng,Số sàn,Ấn Độ,Hatchback,5.0,Đã sử dụng,163000000
BMW,3 Series,2022.0,31000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1269000000
Kia,Sedona,2016.0,83000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,549000000
Mazda,3,2018.0,76000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,396000000
Hyundai,Accent,2019.0,79.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,296000000
Toyota,Vios,2020.0,62000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,410000000
Kia,Sorento,2018.0,33000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,650000000
Mitsubishi,Xpander,2023.0,28521.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,610000000
Hyundai,Santa Fe,2024.0,0.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,398000000
Mercedes Benz,C Class,2017.0,108888.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,711111111
Ford,Ranger,2017.0,96666.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,545000000
Mitsubishi,Outlander,2018.0,75000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,515000000
Lexus,LX,2016.0,150000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,4650000000
VinFast,VF5,2024.0,45000.0,Điện,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,479000000
Toyota,Rush,2020.0,29000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,495000000
Peugeot,3008,2022.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,799000000
Mercedes Benz,C Class,2022.0,6000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,1279000000
Mercedes Benz,E Class,2015.0,62000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,555000000
Kia,Sedona,2015.0,195000.0,Xăng,Tự động,Hàn Quốc,Minivan (MPV),7.0,Đã sử dụng,450000000
Mazda,2,2016.0,34000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,330000000
Mazda,6,2015.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,385000000
Toyota,Innova,2021.0,63000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,690000000
Kia,Seltos,2023.0,3325.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,650000000
Nissan,Sunny,2020.0,43777.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,330000000
Toyota,Vios,2020.0,46000.0,Xăng,5,Việt Nam,Sedan,5.0,Đã sử dụng,445000000
Honda,CR V,2021.0,71000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,839000000
Honda,Civic,2014.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,410000000
VinFast,Fadil,2021.0,44000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,344000000
Toyota,Yaris,2014.0,62000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,375000000
Toyota,Camry,2009.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,358000000
Mitsubishi,Pajero,2011.0,96000.0,Xăng,Số sàn,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,140000000
Mercedes Benz,C Class,2019.0,26000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1050000000
Ford,Explorer,2019.0,99000.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,Đã sử dụng,999999999
Honda,CR V,2018.0,80828.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,745000000
Ford,Focus,2013.0,6789.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,235000000
Chevrolet,Spark,2017.0,66200.0,Xăng,Số sàn,Việt Nam,Hatchback,2.0,Đã sử dụng,108000000
Mercedes Benz,S Class,2013.0,89000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1150000000
Mercedes Benz,GLC,2019.0,24000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1159000000
Toyota,Innova,2015.0,112000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,347000000
Ford,Transit,2022.0,125000.0,Dầu,Số sàn,Việt Nam,Van,16.0,Đã sử dụng,638000000
Hyundai,Tucson,2018.0,90000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,620000000
Mercedes Benz,GLC,2022.0,28000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,1439000000
Toyota,Innova,2006.0,120000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,189000000
Toyota,Innova,2019.0,54000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,599000000
Ford,Everest,2014.0,110000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,430000000
Toyota,Vios,2019.0,90000.0,Dầu,Tự động,Nhật Bản,Sedan,5.0,Đã sử dụng,168000000
Ford,Territory,2024.0,29000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,819000000
Mercedes Benz,E Class,2018.0,85000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1189000000
Mitsubishi,Xforce,2024.0,15000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,670000000
Ford,Everest,2005.0,220000.0,Dầu,Số sàn,Mỹ,Hatchback,7.0,Đã sử dụng,165000000
BMW,5 Series,2018.0,60000.0,Xăng,Tự động,Đức,Sedan,4.0,Đã sử dụng,1099000000
Toyota,Corolla Altis,2022.0,40000.0,Động cơ Hybrid,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,745000000
Hyundai,Kona,2021.0,40000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,539000000
VinFast,Lux A2.0,2022.0,20293.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,636000000
Kia,Carens,2022.0,50000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,680000000
Mercedes Benz,C Class,2022.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,1179000000
Chevrolet,Aveo,2014.0,55900.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,195000000
Kia,Morning,2019.0,76000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,218000000
Mercedes Benz,C Class,2019.0,0.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,830000000
Ford,EcoSport,2019.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,439000000
Mazda,6,2003.0,170000.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,Đã sử dụng,119000000
Mitsubishi,Xforce,2024.0,15000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,670000000
Mitsubishi,Xpander,2022.0,67000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,565000000
Kia,Cerato,2019.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,365000000
Toyota,Vios,2020.0,70000.0,Xăng,5,Việt Nam,Sedan,5.0,Đã sử dụng,380000000
Hyundai,Stargazer,2022.0,35000.0,Xăng,Tự động,Hàn Quốc,Minivan (MPV),7.0,Đã sử dụng,530000000
VinFast,Lux SA2.0,2021.0,15778.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,670000000
Ford,Ranger,2021.0,52800.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,995000000
Mercedes Benz,GLC,2020.0,45000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1230000000
Mitsubishi,Outlander,2020.0,69000.0,Xăng,5,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,635000000
Mercedes Benz,C Class,2022.0,20000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,1695000000
Ford,EcoSport,2016.0,117000.0,Xăng,Tự động,Mỹ,Kiểu dáng khác,5.0,Đã sử dụng,327000000
Mercedes Benz,GLC,2016.0,75000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,Đã sử dụng,799000000
Ford,Everest,2022.0,38000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,9.0,Đã sử dụng,1030000000
Mitsubishi,Attrage,2016.0,57000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,260000000
Toyota,1116,2022.0,86000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,199000000
Mitsubishi,Xpander,2023.0,4000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,490000000
Mitsubishi,Xpander,2020.0,71000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,499000000
Honda,Civic,2014.0,79000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,390000000
Hãng khác,Dòng khác,2023.0,21000.0,Xăng,Số sàn,Trung Quốc,Van,5.0,Đã sử dụng,200000000
Honda,Accord,2012.0,67000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,430000000
Ford,Escape,2013.0,63000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,345000000
Mercedes Benz,C Class,2015.0,89368.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,610000000
Hyundai,Accent,2011.0,75000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,260000000
Subaru,Forester,2015.0,110000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,530000000
Kia,Carens,2010.0,123456.0,Xăng,Tự động,Hàn Quốc,Minivan (MPV),7.0,Đã sử dụng,225000000
Mercedes Benz,GLC Class,2018.0,39000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1159000000
Mercedes Benz,E Class,2017.0,59000.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,970000000
MG,MGZS,2022.0,46000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,435000000
Toyota,Fortuner,2009.0,130000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,320000000
Mazda,3,2014.0,118000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,318000000
Honda,CR V,2018.0,80000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,745000000
Ford,EcoSport,2019.0,53000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,439000000
Mazda,3,2013.0,94000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,299999999
Mitsubishi,Outlander,2022.0,46000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,770000000
Suzuki,XL 7,2023.0,12000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,505000000
Ford,Everest,2022.0,27000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1345000000
Kia,Rio,2008.0,102000.0,Xăng,Tự động,Hàn Quốc,Sedan,4.0,Đã sử dụng,172000000
Toyota,Camry,2015.0,85290.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,585000000
Chevrolet,Colorado,2017.0,120000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,410000000
Ford,Everest,2023.0,30000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1439000000
Toyota,Veloz Cross,2022.0,63000.0,Xăng,Tự động,Thái Lan,Minivan (MPV),7.0,Đã sử dụng,520000000
Hyundai,Kona,2019.0,88.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,500000000
Ford,Everest,2021.0,80000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,920000000
Volvo,S90,2020.0,35900.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,1539000000
Mitsubishi,Xpander,2022.0,30000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),9.0,Đã sử dụng,525000000
Mitsubishi,Xpander,2022.0,60908.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,535000000
Hyundai,Santa Fe,2023.0,70000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1220000000
Toyota,Innova,2009.0,130.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,268000000
Honda,CR V,2019.0,39000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,799000000
VinFast,Fadil,2020.0,68000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,300000000
Toyota,Veloz Cross,2022.0,119000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,520000000
Ford,EcoSport,2018.0,83000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,399000000
Toyota,Innova,2022.0,34500.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,740000000
Toyota,Fortuner,2016.0,110000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,610000000
Suzuki,Swift,2019.0,45000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,395000000
Kia,K3,2022.0,36.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,555000000
Chevrolet,Aveo,2014.0,125000.0,Xăng,Tự động,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,205000000
Toyota,Veloz Cross,2022.0,58000.0,Xăng,Bán tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,549000000
Hyundai,Elantra,2019.0,124000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,450000000
Mazda,CX 8,2021.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,728000000
Ford,Focus,2016.0,63000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,385000000
Audi,Q7,2007.0,75500.0,Xăng,Tự động,Đức,SUV / Cross over,7.0,Đã sử dụng,305000000
Ford,Transit,2016.0,250000.0,Dầu,Số sàn,Việt Nam,Van,6.0,Đã sử dụng,335000000
Toyota,Camry,2021.0,53122.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,979000000
Honda,CR V,2020.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,710000000
Ford,Everest,2009.0,200000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,275000000
Mazda,CX 5,2018.0,70000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,628000000
Toyota,Vios,2020.0,46000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,445000000
Suzuki,Ciaz,2020.0,67700.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,379000000
Hyundai,i20,2015.0,92000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,Đã sử dụng,365000000
Mitsubishi,Attrage,2018.0,113000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,235000000
Chevrolet,Colorado,2019.0,54000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,480000000
Toyota,Camry,2022.0,10000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1225000000
Toyota,Corolla Altis,2011.0,61000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,1234567890
Ford,Ranger,2019.0,100000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,510000000
VinFast,Fadil,2021.0,28000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,309000000
Mitsubishi,Triton,2019.0,135000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,395000000
Toyota,1116,2023.0,32000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,569000000
Hyundai,Grand i10,2019.0,45000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,310000000
Chevrolet,Spark,2009.0,120000.0,Xăng,Tự động,Mỹ,Hatchback,5.0,Đã sử dụng,105000000
Ford,Ranger,2023.0,25500.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,849000000
Kia,K5,2022.0,28000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,759000000
Toyota,Corolla Altis,2015.0,910000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,425000000
Toyota,Vios,2020.0,61000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,362000000
Toyota,Innova,2008.0,213396.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,190000000
Ford,EcoSport,2018.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,399000000
Kia,Carens,2011.0,50000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,155000000
Kia,Morning,2008.0,10000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,150000000
Ford,Ranger,2019.0,120000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,445000000
